uby	ubd	total_reads	year	unitbox	doy	box_in_study
2_34_2019	2_34_163	218	2019	2_34	163	Yes
2_34_2019	2_34_164	186	2019	2_34	164	Yes
2_34_2019	2_34_165	231	2019	2_34	165	Yes
2_34_2019	2_34_166	298	2019	2_34	166	Yes
2_34_2019	2_34_167	207	2019	2_34	167	Yes
2_34_2019	2_34_168	417	2019	2_34	168	Yes
2_34_2019	2_34_169	505	2019	2_34	169	Yes
2_34_2019	2_34_170	828	2019	2_34	170	Yes
2_34_2019	2_34_171	746	2019	2_34	171	Yes
2_34_2019	2_34_172	898	2019	2_34	172	Yes
2_34_2019	2_34_173	1667	2019	2_34	173	Yes
2_34_2019	2_34_174	2035	2019	2_34	174	Yes
2_34_2019	2_34_175	1840	2019	2_34	175	Yes
2_34_2019	2_34_176	1408	2019	2_34	176	Yes
2_34_2019	2_34_177	1561	2019	2_34	177	Yes
2_34_2019	2_34_178	2320	2019	2_34	178	Yes
2_34_2019	2_34_179	1848	2019	2_34	179	Yes
2_34_2019	2_34_180	3216	2019	2_34	180	Yes
2_34_2019	2_34_181	4511	2019	2_34	181	Yes
2_34_2019	2_34_182	9775	2019	2_34	182	Yes
2_34_2019	2_34_183	14512	2019	2_34	183	Yes
2_34_2019	2_34_184	21158	2019	2_34	184	Yes
2_34_2019	2_34_185	6729	2019	2_34	185	Yes
2_34_2019	2_34_186	35	2019	2_34	186	Yes
2_34_2018	2_34_143	250	2018	2_34	143	Yes
2_34_2018	2_34_144	921	2018	2_34	144	Yes
2_34_2018	2_34_145	3191	2018	2_34	145	Yes
2_34_2018	2_34_146	2426	2018	2_34	146	Yes
2_34_2018	2_34_153	101	2018	2_34	153	Yes
2_34_2018	2_34_154	180	2018	2_34	154	Yes
2_34_2018	2_34_155	124	2018	2_34	155	Yes
2_34_2018	2_34_156	127	2018	2_34	156	Yes
2_34_2018	2_34_157	128	2018	2_34	157	Yes
2_34_2018	2_34_158	289	2018	2_34	158	Yes
2_34_2018	2_34_159	365	2018	2_34	159	Yes
2_34_2018	2_34_160	697	2018	2_34	160	Yes
2_34_2018	2_34_161	638	2018	2_34	161	Yes
2_34_2018	2_34_162	759	2018	2_34	162	Yes
2_34_2018	2_34_163	704	2018	2_34	163	Yes
2_34_2018	2_34_164	806	2018	2_34	164	Yes
2_34_2018	2_34_165	702	2018	2_34	165	Yes
2_34_2018	2_34_166	941	2018	2_34	166	Yes
2_34_2018	2_34_167	1282	2018	2_34	167	Yes
2_34_2018	2_34_168	1453	2018	2_34	168	Yes
2_34_2018	2_34_169	2018	2018	2_34	169	Yes
2_34_2018	2_34_170	4238	2018	2_34	170	Yes
2_34_2018	2_34_171	5810	2018	2_34	171	Yes
2_34_2018	2_34_172	7971	2018	2_34	172	Yes
2_34_2018	2_34_173	8956	2018	2_34	173	Yes
2_34_2018	2_34_174	6950	2018	2_34	174	Yes
2_34_2018	2_34_175	4	2018	2_34	175	Yes
2_34_2018	2_34_176	44	2018	2_34	176	Yes
2_34_2018	2_34_177	2	2018	2_34	177	Yes
2_34_2018	2_34_180	27	2018	2_34	180	Yes
2_34_2018	2_34_181	18	2018	2_34	181	Yes
2_34_2018	2_34_182	2	2018	2_34	182	Yes
2_34_2018	2_34_183	54	2018	2_34	183	Yes
2_35_2019	2_35_101	89	2019	2_35	101	Yes
2_35_2019	2_35_102	217	2019	2_35	102	Yes
2_35_2019	2_35_103	475	2019	2_35	103	Yes
2_35_2019	2_35_104	132	2019	2_35	104	Yes
2_35_2019	2_35_105	12	2019	2_35	105	Yes
2_35_2019	2_35_106	134	2019	2_35	106	Yes
2_35_2019	2_35_107	6	2019	2_35	107	Yes
2_35_2019	2_35_108	106	2019	2_35	108	Yes
2_35_2019	2_35_109	815	2019	2_35	109	Yes
2_35_2019	2_35_110	1866	2019	2_35	110	Yes
2_35_2019	2_35_111	231	2019	2_35	111	Yes
2_35_2019	2_35_112	586	2019	2_35	112	Yes
2_35_2019	2_35_113	2144	2019	2_35	113	Yes
2_35_2019	2_35_114	298	2019	2_35	114	Yes
2_35_2019	2_35_115	1342	2019	2_35	115	Yes
2_35_2019	2_35_116	438	2019	2_35	116	Yes
2_35_2019	2_35_117	458	2019	2_35	117	Yes
2_35_2019	2_35_118	424	2019	2_35	118	Yes
2_35_2019	2_35_119	810	2019	2_35	119	Yes
2_35_2019	2_35_120	985	2019	2_35	120	Yes
2_35_2019	2_35_121	2151	2019	2_35	121	Yes
2_35_2019	2_35_122	1722	2019	2_35	122	Yes
2_35_2019	2_35_123	2521	2019	2_35	123	Yes
2_35_2019	2_35_124	868	2019	2_35	124	Yes
2_35_2019	2_35_125	939	2019	2_35	125	Yes
2_35_2019	2_35_126	2978	2019	2_35	126	Yes
2_35_2019	2_35_127	1337	2019	2_35	127	Yes
2_35_2019	2_35_128	1289	2019	2_35	128	Yes
2_35_2019	2_35_129	1373	2019	2_35	129	Yes
2_35_2019	2_35_130	2037	2019	2_35	130	Yes
2_35_2019	2_35_131	681	2019	2_35	131	Yes
2_35_2019	2_35_132	65	2019	2_35	132	Yes
2_35_2019	2_35_133	46	2019	2_35	133	Yes
2_35_2019	2_35_134	31	2019	2_35	134	Yes
2_35_2019	2_35_135	292	2019	2_35	135	Yes
2_35_2019	2_35_136	296	2019	2_35	136	Yes
2_35_2019	2_35_137	403	2019	2_35	137	Yes
2_35_2019	2_35_138	855	2019	2_35	138	Yes
2_35_2019	2_35_139	1248	2019	2_35	139	Yes
2_35_2019	2_35_140	294	2019	2_35	140	Yes
2_35_2019	2_35_141	526	2019	2_35	141	Yes
2_35_2019	2_35_142	1066	2019	2_35	142	Yes
2_35_2019	2_35_143	1158	2019	2_35	143	Yes
2_35_2019	2_35_147	2266	2019	2_35	147	Yes
2_35_2019	2_35_148	665	2019	2_35	148	Yes
2_35_2019	2_35_149	706	2019	2_35	149	Yes
2_35_2019	2_35_150	454	2019	2_35	150	Yes
2_35_2019	2_35_151	666	2019	2_35	151	Yes
2_35_2019	2_35_152	1535	2019	2_35	152	Yes
2_35_2019	2_35_153	395	2019	2_35	153	Yes
2_35_2019	2_35_154	355	2019	2_35	154	Yes
2_35_2019	2_35_155	72	2019	2_35	155	Yes
2_35_2019	2_35_156	467	2019	2_35	156	Yes
2_35_2019	2_35_157	947	2019	2_35	157	Yes
2_35_2019	2_35_158	1300	2019	2_35	158	Yes
2_35_2019	2_35_159	6007	2019	2_35	159	Yes
2_35_2019	2_35_160	5837	2019	2_35	160	Yes
2_35_2019	2_35_161	2389	2019	2_35	161	Yes
2_35_2019	2_35_162	3466	2019	2_35	162	Yes
2_35_2019	2_35_163	1973	2019	2_35	163	Yes
2_35_2019	2_35_164	773	2019	2_35	164	Yes
2_35_2019	2_35_165	1623	2019	2_35	165	Yes
2_35_2019	2_35_166	4903	2019	2_35	166	Yes
2_35_2019	2_35_167	8357	2019	2_35	167	Yes
2_35_2019	2_35_168	7295	2019	2_35	168	Yes
2_35_2019	2_35_169	13355	2019	2_35	169	Yes
2_35_2019	2_35_170	12373	2019	2_35	170	Yes
2_35_2019	2_35_171	11203	2019	2_35	171	Yes
2_35_2019	2_35_172	5067	2019	2_35	172	Yes
2_35_2019	2_35_173	10	2019	2_35	173	Yes
2_35_2019	2_35_174	48	2019	2_35	174	Yes
2_35_2019	2_35_175	13	2019	2_35	175	Yes
2_35_2019	2_35_176	10	2019	2_35	176	Yes
2_35_2019	2_35_177	20	2019	2_35	177	Yes
2_35_2019	2_35_178	11	2019	2_35	178	Yes
2_36_2019	2_36_101	400	2019	2_36	101	Yes
2_36_2019	2_36_102	1075	2019	2_36	102	Yes
2_36_2019	2_36_103	642	2019	2_36	103	Yes
2_36_2019	2_36_104	274	2019	2_36	104	Yes
2_36_2019	2_36_105	246	2019	2_36	105	Yes
2_36_2019	2_36_106	566	2019	2_36	106	Yes
2_36_2019	2_36_107	382	2019	2_36	107	Yes
2_36_2019	2_36_108	603	2019	2_36	108	Yes
2_36_2019	2_36_109	257	2019	2_36	109	Yes
2_36_2019	2_36_110	508	2019	2_36	110	Yes
2_36_2019	2_36_111	215	2019	2_36	111	Yes
2_36_2019	2_36_112	517	2019	2_36	112	Yes
2_36_2019	2_36_113	537	2019	2_36	113	Yes
2_36_2019	2_36_114	212	2019	2_36	114	Yes
2_36_2019	2_36_115	558	2019	2_36	115	Yes
2_36_2019	2_36_116	575	2019	2_36	116	Yes
2_36_2019	2_36_117	2	2019	2_36	117	Yes
2_36_2019	2_36_118	76	2019	2_36	118	Yes
2_36_2019	2_36_119	805	2019	2_36	119	Yes
2_36_2019	2_36_120	196	2019	2_36	120	Yes
2_36_2019	2_36_121	461	2019	2_36	121	Yes
2_36_2019	2_36_125	410	2019	2_36	125	Yes
2_36_2019	2_36_126	451	2019	2_36	126	Yes
2_36_2019	2_36_128	481	2019	2_36	128	Yes
2_36_2019	2_36_129	437	2019	2_36	129	Yes
2_36_2019	2_36_130	512	2019	2_36	130	Yes
2_36_2019	2_36_131	125	2019	2_36	131	Yes
2_36_2019	2_36_132	829	2019	2_36	132	Yes
2_36_2019	2_36_133	112	2019	2_36	133	Yes
2_36_2019	2_36_134	70	2019	2_36	134	Yes
2_36_2019	2_36_135	488	2019	2_36	135	Yes
2_36_2019	2_36_136	327	2019	2_36	136	Yes
2_36_2019	2_36_137	184	2019	2_36	137	Yes
2_36_2019	2_36_138	1221	2019	2_36	138	Yes
2_36_2019	2_36_139	1238	2019	2_36	139	Yes
2_36_2019	2_36_140	864	2019	2_36	140	Yes
2_36_2019	2_36_141	907	2019	2_36	141	Yes
2_36_2019	2_36_142	1476	2019	2_36	142	Yes
2_36_2019	2_36_143	2522	2019	2_36	143	Yes
2_36_2019	2_36_144	2190	2019	2_36	144	Yes
2_36_2019	2_36_145	1920	2019	2_36	145	Yes
2_36_2019	2_36_146	879	2019	2_36	146	Yes
2_36_2019	2_36_147	6	2019	2_36	147	Yes
2_36_2019	2_36_149	1	2019	2_36	149	Yes
2_37_2018	2_37_153	161	2018	2_37	153	Yes
2_37_2018	2_37_154	209	2018	2_37	154	Yes
2_37_2018	2_37_155	277	2018	2_37	155	Yes
2_37_2018	2_37_156	69	2018	2_37	156	Yes
2_37_2018	2_37_157	222	2018	2_37	157	Yes
2_37_2018	2_37_158	2243	2018	2_37	158	Yes
2_37_2018	2_37_159	2792	2018	2_37	159	Yes
2_37_2018	2_37_160	2488	2018	2_37	160	Yes
2_37_2018	2_37_161	1129	2018	2_37	161	Yes
2_37_2018	2_37_162	745	2018	2_37	162	Yes
2_37_2018	2_37_163	626	2018	2_37	163	Yes
2_37_2018	2_37_164	1594	2018	2_37	164	Yes
2_37_2018	2_37_165	374	2018	2_37	165	Yes
2_37_2018	2_37_166	451	2018	2_37	166	Yes
2_37_2018	2_37_167	1223	2018	2_37	167	Yes
2_37_2018	2_37_168	1087	2018	2_37	168	Yes
2_37_2018	2_37_169	783	2018	2_37	169	Yes
2_37_2018	2_37_170	907	2018	2_37	170	Yes
2_37_2018	2_37_171	1021	2018	2_37	171	Yes
2_37_2018	2_37_172	1454	2018	2_37	172	Yes
2_37_2018	2_37_173	1313	2018	2_37	173	Yes
2_37_2018	2_37_174	807	2018	2_37	174	Yes
2_37_2018	2_37_175	734	2018	2_37	175	Yes
2_37_2018	2_37_176	1114	2018	2_37	176	Yes
2_37_2018	2_37_177	3652	2018	2_37	177	Yes
2_37_2018	2_37_178	2889	2018	2_37	178	Yes
2_37_2018	2_37_179	9218	2018	2_37	179	Yes
2_37_2018	2_37_180	14639	2018	2_37	180	Yes
2_37_2018	2_37_181	19296	2018	2_37	181	Yes
2_37_2018	2_37_182	17465	2018	2_37	182	Yes
2_37_2018	2_37_183	15154	2018	2_37	183	Yes
2_37_2018	2_37_184	1166	2018	2_37	184	Yes
2_38_2018	2_38_141	8	2018	2_38	141	Yes
2_38_2018	2_38_142	200	2018	2_38	142	Yes
2_38_2018	2_38_143	1438	2018	2_38	143	Yes
2_38_2018	2_38_144	3493	2018	2_38	144	Yes
2_38_2018	2_38_145	6064	2018	2_38	145	Yes
2_38_2018	2_38_146	5368	2018	2_38	146	Yes
2_38_2018	2_38_147	1295	2018	2_38	147	Yes
2_38_2018	2_38_148	4008	2018	2_38	148	Yes
2_38_2018	2_38_149	7465	2018	2_38	149	Yes
2_38_2018	2_38_150	4223	2018	2_38	150	Yes
2_38_2018	2_38_151	1644	2018	2_38	151	Yes
2_38_2018	2_38_152	4761	2018	2_38	152	Yes
2_38_2018	2_38_153	1542	2018	2_38	153	Yes
2_38_2018	2_38_154	1464	2018	2_38	154	Yes
2_38_2018	2_38_155	1314	2018	2_38	155	Yes
2_38_2018	2_38_156	695	2018	2_38	156	Yes
2_38_2018	2_38_157	835	2018	2_38	157	Yes
2_38_2018	2_38_158	1617	2018	2_38	158	Yes
2_38_2018	2_38_159	1433	2018	2_38	159	Yes
2_38_2018	2_38_160	2271	2018	2_38	160	Yes
2_38_2018	2_38_161	1684	2018	2_38	161	Yes
2_38_2018	2_38_162	1733	2018	2_38	162	Yes
2_38_2018	2_38_163	1297	2018	2_38	163	Yes
2_38_2018	2_38_164	998	2018	2_38	164	Yes
2_38_2018	2_38_165	1044	2018	2_38	165	Yes
2_38_2018	2_38_166	4112	2018	2_38	166	Yes
2_38_2018	2_38_167	8098	2018	2_38	167	Yes
2_38_2018	2_38_168	15437	2018	2_38	168	Yes
2_38_2018	2_38_169	17389	2018	2_38	169	Yes
2_38_2018	2_38_170	18003	2018	2_38	170	Yes
2_38_2018	2_38_171	18000	2018	2_38	171	Yes
2_38_2018	2_38_172	6521	2018	2_38	172	Yes
2_38_2018	2_38_173	1	2018	2_38	173	Yes
2_38_2018	2_38_177	8	2018	2_38	177	Yes
2_38_2018	2_38_180	24	2018	2_38	180	Yes
2_38_2018	2_38_181	5	2018	2_38	181	Yes
2_39_2019	2_39_102	43	2019	2_39	102	Yes
2_39_2019	2_39_108	78	2019	2_39	108	Yes
2_39_2019	2_39_109	210	2019	2_39	109	Yes
2_39_2019	2_39_110	214	2019	2_39	110	Yes
2_39_2019	2_39_111	49	2019	2_39	111	Yes
2_39_2019	2_39_112	109	2019	2_39	112	Yes
2_39_2019	2_39_113	193	2019	2_39	113	Yes
2_39_2019	2_39_114	8	2019	2_39	114	Yes
2_39_2019	2_39_115	1092	2019	2_39	115	Yes
2_39_2019	2_39_116	318	2019	2_39	116	Yes
2_39_2019	2_39_118	52	2019	2_39	118	Yes
2_39_2019	2_39_119	1421	2019	2_39	119	Yes
2_39_2019	2_39_120	41	2019	2_39	120	Yes
2_39_2019	2_39_121	640	2019	2_39	121	Yes
2_39_2019	2_39_125	1258	2019	2_39	125	Yes
2_39_2019	2_39_126	2888	2019	2_39	126	Yes
2_39_2019	2_39_128	521	2019	2_39	128	Yes
2_39_2019	2_39_129	1074	2019	2_39	129	Yes
2_39_2019	2_39_130	1220	2019	2_39	130	Yes
2_39_2019	2_39_131	1700	2019	2_39	131	Yes
2_39_2019	2_39_132	145	2019	2_39	132	Yes
2_39_2019	2_39_133	537	2019	2_39	133	Yes
2_39_2019	2_39_134	212	2019	2_39	134	Yes
2_39_2019	2_39_135	2849	2019	2_39	135	Yes
2_39_2019	2_39_136	2365	2019	2_39	136	Yes
2_39_2019	2_39_137	2411	2019	2_39	137	Yes
2_39_2019	2_39_138	1629	2019	2_39	138	Yes
2_39_2019	2_39_139	3940	2019	2_39	139	Yes
2_39_2019	2_39_140	2027	2019	2_39	140	Yes
2_39_2019	2_39_141	1465	2019	2_39	141	Yes
2_39_2019	2_39_142	2747	2019	2_39	142	Yes
2_39_2019	2_39_143	2323	2019	2_39	143	Yes
2_39_2019	2_39_144	2008	2019	2_39	144	Yes
2_39_2019	2_39_145	2311	2019	2_39	145	Yes
2_39_2019	2_39_146	3838	2019	2_39	146	Yes
2_39_2019	2_39_147	4828	2019	2_39	147	Yes
2_39_2019	2_39_148	2471	2019	2_39	148	Yes
2_39_2019	2_39_149	737	2019	2_39	149	Yes
2_39_2019	2_39_150	1844	2019	2_39	150	Yes
2_39_2019	2_39_151	3002	2019	2_39	151	Yes
2_39_2019	2_39_152	4931	2019	2_39	152	Yes
2_39_2019	2_39_153	3292	2019	2_39	153	Yes
2_39_2019	2_39_154	2271	2019	2_39	154	Yes
2_39_2019	2_39_155	2622	2019	2_39	155	Yes
2_39_2019	2_39_156	2643	2019	2_39	156	Yes
2_39_2019	2_39_157	1548	2019	2_39	157	Yes
2_39_2019	2_39_158	1445	2019	2_39	158	Yes
2_39_2019	2_39_159	2742	2019	2_39	159	Yes
2_39_2019	2_39_160	1901	2019	2_39	160	Yes
2_39_2019	2_39_161	1052	2019	2_39	161	Yes
2_39_2019	2_39_162	1610	2019	2_39	162	Yes
2_39_2019	2_39_163	1633	2019	2_39	163	Yes
2_39_2019	2_39_164	943	2019	2_39	164	Yes
2_39_2019	2_39_165	1393	2019	2_39	165	Yes
2_39_2019	2_39_166	1361	2019	2_39	166	Yes
2_39_2019	2_39_167	4321	2019	2_39	167	Yes
2_39_2019	2_39_168	9487	2019	2_39	168	Yes
2_39_2019	2_39_169	13354	2019	2_39	169	Yes
2_39_2019	2_39_170	13643	2019	2_39	170	Yes
2_39_2019	2_39_171	16305	2019	2_39	171	Yes
2_39_2019	2_39_172	17787	2019	2_39	172	Yes
2_39_2019	2_39_173	11377	2019	2_39	173	Yes
2_39_2019	2_39_174	3	2019	2_39	174	Yes
2_39_2019	2_39_178	7	2019	2_39	178	Yes
2_41_2019	2_41_173	3683	2019	2_41	173	Yes
2_41_2019	2_41_174	10970	2019	2_41	174	Yes
2_41_2019	2_41_175	14559	2019	2_41	175	Yes
2_41_2019	2_41_176	16006	2019	2_41	176	Yes
2_41_2019	2_41_177	13482	2019	2_41	177	Yes
2_41_2019	2_41_178	10620	2019	2_41	178	Yes
2_41_2019	2_41_179	818	2019	2_41	179	Yes
2_42_2018	2_42_151	1075	2018	2_42	151	Yes
2_42_2018	2_42_152	4533	2018	2_42	152	Yes
2_42_2018	2_42_153	635	2018	2_42	153	Yes
2_42_2018	2_42_154	626	2018	2_42	154	Yes
2_42_2018	2_42_155	507	2018	2_42	155	Yes
2_42_2018	2_42_156	256	2018	2_42	156	Yes
2_42_2018	2_42_157	249	2018	2_42	157	Yes
2_42_2018	2_42_158	877	2018	2_42	158	Yes
2_42_2018	2_42_159	2325	2018	2_42	159	Yes
2_42_2018	2_42_160	3854	2018	2_42	160	Yes
2_42_2018	2_42_161	3530	2018	2_42	161	Yes
2_42_2018	2_42_162	5785	2018	2_42	162	Yes
2_42_2018	2_42_163	2127	2018	2_42	163	Yes
2_42_2018	2_42_164	1434	2018	2_42	164	Yes
2_42_2018	2_42_165	1026	2018	2_42	165	Yes
2_42_2018	2_42_166	1400	2018	2_42	166	Yes
2_42_2018	2_42_167	1962	2018	2_42	167	Yes
2_42_2018	2_42_168	1621	2018	2_42	168	Yes
2_42_2018	2_42_169	1321	2018	2_42	169	Yes
2_42_2018	2_42_170	1187	2018	2_42	170	Yes
2_42_2018	2_42_171	988	2018	2_42	171	Yes
2_42_2018	2_42_172	731	2018	2_42	172	Yes
2_42_2018	2_42_173	732	2018	2_42	173	Yes
2_42_2018	2_42_174	1124	2018	2_42	174	Yes
2_42_2018	2_42_175	2207	2018	2_42	175	Yes
2_42_2018	2_42_176	4503	2018	2_42	176	Yes
2_42_2018	2_42_177	6451	2018	2_42	177	Yes
2_42_2018	2_42_178	3841	2018	2_42	178	Yes
2_42_2018	2_42_179	374	2018	2_42	179	Yes
2_42_2018	2_42_180	341	2018	2_42	180	Yes
2_42_2018	2_42_181	42	2018	2_42	181	Yes
2_42_2018	2_42_182	41	2018	2_42	182	Yes
2_44_2019	2_44_102	12	2019	2_44	102	Yes
2_44_2019	2_44_103	58	2019	2_44	103	Yes
2_44_2019	2_44_110	2	2019	2_44	110	Yes
2_44_2019	2_44_118	13	2019	2_44	118	Yes
2_44_2019	2_44_123	2	2019	2_44	123	Yes
2_44_2019	2_44_126	1	2019	2_44	126	Yes
2_44_2019	2_44_127	1	2019	2_44	127	Yes
2_44_2019	2_44_128	2	2019	2_44	128	Yes
2_44_2019	2_44_131	1	2019	2_44	131	Yes
2_44_2019	2_44_134	4	2019	2_44	134	Yes
2_44_2019	2_44_135	1	2019	2_44	135	Yes
2_44_2019	2_44_136	4	2019	2_44	136	Yes
2_44_2019	2_44_140	1	2019	2_44	140	Yes
2_44_2019	2_44_141	200	2019	2_44	141	Yes
2_44_2019	2_44_142	6	2019	2_44	142	Yes
2_44_2019	2_44_144	17	2019	2_44	144	Yes
2_44_2019	2_44_145	8	2019	2_44	145	Yes
2_44_2019	2_44_146	11	2019	2_44	146	Yes
2_44_2019	2_44_147	22	2019	2_44	147	Yes
2_44_2019	2_44_148	5	2019	2_44	148	Yes
2_45_2019	2_45_157	154	2019	2_45	157	Yes
2_45_2019	2_45_158	663	2019	2_45	158	Yes
2_45_2019	2_45_159	1241	2019	2_45	159	Yes
2_45_2019	2_45_160	781	2019	2_45	160	Yes
2_45_2019	2_45_161	1101	2019	2_45	161	Yes
2_45_2019	2_45_162	226	2019	2_45	162	Yes
2_45_2019	2_45_171	2	2019	2_45	171	Yes
2_45_2018	2_45_147	318	2018	2_45	147	Yes
2_45_2018	2_45_148	1825	2018	2_45	148	Yes
2_45_2018	2_45_149	2412	2018	2_45	149	Yes
2_45_2018	2_45_150	2614	2018	2_45	150	Yes
2_45_2018	2_45_151	1396	2018	2_45	151	Yes
2_45_2018	2_45_152	4193	2018	2_45	152	Yes
2_45_2018	2_45_153	189	2018	2_45	153	Yes
2_45_2018	2_45_154	196	2018	2_45	154	Yes
2_45_2018	2_45_155	174	2018	2_45	155	Yes
2_45_2018	2_45_156	175	2018	2_45	156	Yes
2_45_2018	2_45_157	189	2018	2_45	157	Yes
2_45_2018	2_45_158	256	2018	2_45	158	Yes
2_45_2018	2_45_159	478	2018	2_45	159	Yes
2_45_2018	2_45_160	489	2018	2_45	160	Yes
2_45_2018	2_45_161	1	2018	2_45	161	Yes
2_45_2018	2_45_181	28	2018	2_45	181	Yes
2_48_2019	2_48_148	91	2019	2_48	148	Yes
2_48_2019	2_48_149	12	2019	2_48	149	Yes
2_48_2019	2_48_151	29	2019	2_48	151	Yes
2_49_2018	2_49_149	1508	2018	2_49	149	Yes
2_49_2018	2_49_152	8	2018	2_49	152	Yes
2_49_2018	2_49_153	10	2018	2_49	153	Yes
2_49_2018	2_49_156	5	2018	2_49	156	Yes
2_49_2018	2_49_170	12	2018	2_49	170	Yes
2_49_2018	2_49_171	12	2018	2_49	171	Yes
2_49_2018	2_49_173	4	2018	2_49	173	Yes
2_49_2018	2_49_177	5	2018	2_49	177	Yes
2_49_2018	2_49_179	149	2018	2_49	179	Yes
2_49_2018	2_49_180	211	2018	2_49	180	Yes
2_49_2018	2_49_181	80	2018	2_49	181	Yes
2_49_2018	2_49_182	54	2018	2_49	182	Yes
2_49_2018	2_49_184	30	2018	2_49	184	Yes
2_49_2018	2_49_185	17	2018	2_49	185	Yes
2_49_2018	2_49_188	47	2018	2_49	188	Yes
2_49_2018	2_49_189	1	2018	2_49	189	Yes
2_49_2018	2_49_200	2	2018	2_49	200	Yes
2_51_2018	2_51_142	49	2018	2_51	142	Yes
2_51_2018	2_51_143	59	2018	2_51	143	Yes
2_51_2018	2_51_144	80	2018	2_51	144	Yes
2_51_2018	2_51_145	580	2018	2_51	145	Yes
2_51_2018	2_51_146	1624	2018	2_51	146	Yes
2_51_2018	2_51_147	118	2018	2_51	147	Yes
2_51_2018	2_51_148	296	2018	2_51	148	Yes
2_51_2018	2_51_149	1120	2018	2_51	149	Yes
2_51_2018	2_51_150	483	2018	2_51	150	Yes
2_51_2018	2_51_151	340	2018	2_51	151	Yes
2_51_2018	2_51_152	689	2018	2_51	152	Yes
2_51_2018	2_51_153	68	2018	2_51	153	Yes
2_51_2018	2_51_154	84	2018	2_51	154	Yes
2_51_2018	2_51_155	134	2018	2_51	155	Yes
2_51_2018	2_51_156	54	2018	2_51	156	Yes
2_51_2018	2_51_157	44	2018	2_51	157	Yes
2_51_2018	2_51_158	309	2018	2_51	158	Yes
2_51_2018	2_51_159	1818	2018	2_51	159	Yes
2_51_2018	2_51_160	153	2018	2_51	160	Yes
2_51_2018	2_51_167	1	2018	2_51	167	Yes
2_51_2018	2_51_171	1	2018	2_51	171	Yes
2_51_2018	2_51_172	8	2018	2_51	172	Yes
2_51_2018	2_51_180	143	2018	2_51	180	Yes
2_54_2019	2_54_181	8409	2019	2_54	181	Yes
2_54_2019	2_54_182	12442	2019	2_54	182	Yes
2_54_2019	2_54_183	12111	2019	2_54	183	Yes
2_54_2019	2_54_184	18276	2019	2_54	184	Yes
2_54_2019	2_54_185	18300	2019	2_54	185	Yes
2_54_2019	2_54_186	18627	2019	2_54	186	Yes
2_54_2019	2_54_187	19280	2019	2_54	187	Yes
2_54_2019	2_54_188	6916	2019	2_54	188	Yes
2_54_2018	2_54_151	424	2018	2_54	151	Yes
2_54_2018	2_54_152	2082	2018	2_54	152	Yes
2_54_2018	2_54_153	186	2018	2_54	153	Yes
2_54_2018	2_54_154	261	2018	2_54	154	Yes
2_54_2018	2_54_155	210	2018	2_54	155	Yes
2_54_2018	2_54_156	105	2018	2_54	156	Yes
2_54_2018	2_54_157	110	2018	2_54	157	Yes
2_54_2018	2_54_158	281	2018	2_54	158	Yes
2_54_2018	2_54_159	800	2018	2_54	159	Yes
2_54_2018	2_54_160	765	2018	2_54	160	Yes
2_54_2018	2_54_161	1756	2018	2_54	161	Yes
2_54_2018	2_54_162	1080	2018	2_54	162	Yes
2_54_2018	2_54_163	562	2018	2_54	163	Yes
2_54_2018	2_54_164	527	2018	2_54	164	Yes
2_54_2018	2_54_165	284	2018	2_54	165	Yes
2_54_2018	2_54_166	367	2018	2_54	166	Yes
2_54_2018	2_54_167	2486	2018	2_54	167	Yes
2_54_2018	2_54_168	3567	2018	2_54	168	Yes
2_54_2018	2_54_169	1848	2018	2_54	169	Yes
2_54_2018	2_54_170	1162	2018	2_54	170	Yes
2_54_2018	2_54_171	1768	2018	2_54	171	Yes
2_54_2018	2_54_172	928	2018	2_54	172	Yes
2_54_2018	2_54_173	1662	2018	2_54	173	Yes
2_54_2018	2_54_174	2324	2018	2_54	174	Yes
2_54_2018	2_54_175	1905	2018	2_54	175	Yes
2_54_2018	2_54_176	797	2018	2_54	176	Yes
2_54_2018	2_54_177	2666	2018	2_54	177	Yes
2_54_2018	2_54_178	3478	2018	2_54	178	Yes
2_54_2018	2_54_179	11365	2018	2_54	179	Yes
2_54_2018	2_54_180	9114	2018	2_54	180	Yes
2_54_2018	2_54_181	16778	2018	2_54	181	Yes
2_54_2018	2_54_182	3029	2018	2_54	182	Yes
2_57_2019	2_57_102	75	2019	2_57	102	Yes
2_57_2019	2_57_153	435	2019	2_57	153	Yes
2_57_2019	2_57_154	1356	2019	2_57	154	Yes
2_57_2019	2_57_155	2592	2019	2_57	155	Yes
2_57_2019	2_57_156	4313	2019	2_57	156	Yes
2_57_2019	2_57_157	1646	2019	2_57	157	Yes
2_57_2019	2_57_158	3907	2019	2_57	158	Yes
2_57_2019	2_57_159	3427	2019	2_57	159	Yes
2_57_2019	2_57_160	3133	2019	2_57	160	Yes
2_57_2019	2_57_161	806	2019	2_57	161	Yes
2_57_2019	2_57_162	604	2019	2_57	162	Yes
2_57_2019	2_57_163	1886	2019	2_57	163	Yes
2_57_2019	2_57_164	495	2019	2_57	164	Yes
2_57_2019	2_57_165	570	2019	2_57	165	Yes
2_57_2019	2_57_166	885	2019	2_57	166	Yes
2_57_2019	2_57_167	130	2019	2_57	167	Yes
2_57_2019	2_57_168	1294	2019	2_57	168	Yes
2_57_2019	2_57_169	1243	2019	2_57	169	Yes
