	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	
2019	281128652		2	12	2_12	2_12_2019	2	22	2_22	2_22_2019	7	2_29_2019	137	132		yes	cross	278171870	272106817	278172167	unk	272107257	10.5	30	22.2	295				383	801			13.3				social male not caught but must be sired by this other male from 2.29 so is EPY
2019	278172269		2	120	2_120	2_120_2019	2	120	2_120	2_120_2019	7	2_120_2019	132	132		yes	home	272106913	272106913	278172165	278172165	278172165	18.5	51	24.5	170	171	143	235	132	727	16.25	543	22	56.1	4.9	42.4	
2019	278172265		2	120	2_120	2_120_2019	2	120	2_120	2_120_2019	7	2_120_2019	132	132		yes	home	272106913	272106913	278172165	278172165	278172165	11.5	34	23.2	107	134	88		60	727			29.9	52.5			
2019	278172266		2	120	2_120	2_120_2019	2	120	2_120	2_120_2019	7	2_122_2019	132	137		yes	home	272106913	272106913	278172165	278172165	262126105	17	45	25.3	138	154	100			727	13.75	543		25.1	15.7		Confirm that band is not 26015
2019	278172267		2	120	2_120	2_120_2019	2	120	2_120	2_120_2019	7	2_122_2019	132	137		yes	home	272106913	272106913	278172165	278172165	262126105	13.8	38.5	23.1	139	126	110		75	727			14.9	35.6	9.5		Confirm that band is not 26015
2019	278172271		2	120	2_120	2_120_2019	2	120	2_120	2_120_2019	7	2_122_2019	132	137		yes	home	272106913	272106913	278172165	278172165	262126105	14.5	44	24.3	153	126	168		113	727			16.6	82.1	4.6		Confirm that band is not 26015
2019	278172270		2	120	2_120	2_120_2019	2	121	2_121	2_121_2019	4	1_308_2019	132			yes	cross	272106913	88004570	278172165	unk	240150159	16.5	50	24.5	181	159	152	236	83	727	15.5	543	24.2	57.1	3.8	30.3	Male is from CU1 water but is perfect match for two nestlings. Check if RFID was recorded at CU2.
2019	278172268		2	120	2_120	2_120_2019	2	121	2_121	2_121_2019	4	Unknown	132			yes	cross	272106913	88004570	278172165	unk	262126051	17.5	47	24.6	177	141	168	180	132	727	17	543	6.1	19.1	3.5	43.3	Male is from 2018 and not caught in 2019. Check if RFID was recorded.
2019	278171895		2	121	2_121	2_121_2019	2	121	2_121	2_121_2019	4	1_308_2019	132			yes	home	88004570	88004570	unk	unk	240150159	18	46	25.5	220	213	212	247	68	756	15.25	636	0.5	16.3	38	24.6	Male is from CU1 water but is perfect match for two nestlings. Check if RFID was recorded at CU2.
2019	281128647		2	127	2_127	2_127_2019	2	116	2_116	2_116_2019	6	2_116_2019	134	134		yes	cross	278172153	272107217	278171880	272107690	272107690	16.8	41	23.7	207	225	224		140	741			4	49.1	13.7		
2019	281128649		2	127	2_127	2_127_2019	2	116	2_116	2_116_2019	6	Unknown	134			yes	cross	278172153	272107217	278171880	272107690	272107256	11	31	23	211	248	231		83	741			22	20.7	4.1		
2019	281128646		2	127	2_127	2_127_2019	2	127	2_127	2_127_2019	6	2_127_2019	134	134		yes	home	278172153	278172153	278171880	278171880	278171880	16.5	45	24.5	214	223	220		70	741			19.5	58.7	1.7		
2019	281128648		2	127	2_127	2_127_2019	2	127	2_127	2_127_2019	6	2_127_2019	134	134		yes	home	278172153	278172153	278171880	278171880	278171880	13.5	37	22.9	222	248	213		150	741			29	62.7	7.8		
2019	281128650		2	127	2_127	2_127_2019	2	127	2_127	2_127_2019	6	2_127_2019	134	134		yes	home	278172153	278172153	278171880	278171880	278171880	16.5	43	25	257	242	207		104	741			9.4	71.8	4.7		
2019	278172296		2	14	2_14	2_14_2019	2	14	2_14	2_14_2019	5	2_116_2019	147	134		yes	home	278172163	278172163	272107816	272107816	272107690	23	55	26.5	194	221	217	269	116	728	18	549	0.5	24.9	8.5	13.8	
2019	278172294		2	14	2_14	2_14_2019	2	14	2_14	2_14_2019	5	2_116_2019	147	134		yes	home	278172163	278172163	272107816	272107816	272107690	24	50	26.1	193	199	229	267	85	728	19.5	549	2	41.1	11.3	22.6	
2019	278172295		2	14	2_14	2_14_2019	2	14	2_14	2_14_2019	5	2_116_2019	147	134		yes	home	278172163	278172163	272107816	272107816	272107690	23	53	25.7	176	199	225	250	111	728	19.5	549	1.5	14.7	7.1	27.6	
2019	281128733		2	20	2_20	2_20_2019	2	20	2_20	2_20_2019	6	2_20_2019	132	132		yes	home	281128402	281128402	278172166	278172166	278172166	19	56	26.6	211	193	151	214	76	787	17.25	629	14.8	41.9	9.8	30.4	"One mismatch with mom at Tbi104, but has to be a match. Mutation or null allele. Both are homozygotes."
2019	281128736		2	20	2_20	2_20_2019	2	20	2_20	2_20_2019	6	2_20_2019	132	132		yes	home	281128402	281128402	278172166	278172166	278172166	20.5	55	25.8	203	127		250	54	787	18	629	0.7	54.7		31.8	
2019	281128735		2	20	2_20	2_20_2019	2	20	2_20	2_20_2019	6	2_20_2019	132	132		yes	home	281128402	281128402	278172166	278172166	278172166	20	53	25.6	196	188	114	209	90	787	17.75	629	21.5	45.2	9.4	45.2	
2019	281128734		2	20	2_20	2_20_2019	2	20	2_20	2_20_2019	6	2_20_2019	132	132		yes	home	281128402	281128402	278172166	278172166	278172166	20	53	26.2	142		132		90	787			7.6	44.8			
2019	281128750		2	29	2_29	2_29_2019	2	29	2_29	2_29_2019	6	2_29_2019	132	132		yes	home	88004754	88004754	272107257	272107257	272107257	21	38.5	24.5	176	207	219	200	63	742	18	643	0.5	5.6	2.3	22.3	"Cervus isn't too confident because there are other similar males, but this is the within pair mate."
2019	281128748		2	29	2_29	2_29_2019	2	29	2_29	2_29_2019	6	2_29_2019	132	132		yes	home	88004754	88004754	272107257	272107257	272107257	20.5	41	24.5	184	186	185	209	52	742	17.5	643	0.5	3.8	3.6	31.3	"Cervus isn't too confident because there are other similar males, but this is the within pair mate."
2019	281128749		2	29	2_29	2_29_2019	2	29	2_29	2_29_2019	6	2_29_2019	132	132		yes	home	88004754	88004754	272107257	272107257	272107257	22	45	24.9	208	256	234	267	48	742	18	643	0.5	5.7	4.8	33.3	"Cervus isn't too confident because there are other similar males, but this is the within pair mate."
2019	281128506		2	3	2_3	2_3_2019	2	15	2_15	2_15_2019	5	2_15_2019	139	139		yes	cross	278171872	278172155	272107815	272107335	272107335	13.5	33	23.7	188	210	227	98	35	755	10.5	609	8.9	5.1	3	15.2	
2019	281128509		2	3	2_3	2_3_2019	2	3	2_3	2_3_2019	5	2_3_2019	139	139		yes	home	278171872	278171872	272107815	272107815	272107815	17.5	41.5	24	178	223	179	149	60	755	14.75	609	1	4.7	1.9	24.7	
2019	281128508		2	3	2_3	2_3_2019	2	3	2_3	2_3_2019	5	2_3_2019	139	139		yes	home	278171872	278171872	272107815	272107815	272107815	16	41	21.1	214	211	310	208	50	755	16.25	609	1.3	7.5	1.4	33.8	
2019	281128510		2	3	2_3	2_3_2019	2	41	2_41	2_41_2019	4	2_41_2019	139	139		yes	cross	278171872	278172152	272107815	272106957	272106957	23.5	55.5	24.4	199	243	231	205	88	755	19	609	2	14.2	4.3	14.4	
2019	281128507		2	3	2_3	2_3_2019	2	41	2_41	2_41_2019	4	2_41_2019	139	139		yes	cross	278171872	278172152	272107815	272106957	272106957	21.5	52	26.9	183	195	234	208	70	755	19.5	609	0.5	6.6	2.9	22.1	
2019	281128438		2	31	2_31	2_31_2019	2	25	2_25	2_25_2019	5		142			yes	cross	272107361	278172159	278171892	unk		20	48	22.1	227	231	284	259	52	746	18.75	542	6.6	0.7	3.5	33	no match
2019	281128439		2	31	2_31	2_31_2019	2	25	2_25	2_25_2019	5		142			yes	cross	272107361	278172159	278171892	unk		19	45	23.4	289	325	236	229	122	746	18.5	542	9.7	2.8	2.4	40.2	no match
2019	281128437		2	31	2_31	2_31_2019	2	31	2_31	2_31_2019	6		142			yes	home	272107361	272107361	278171892	278171892		21	42	23.8	287	259	266	199	49	746	17.75	542	1.1	8.8	3.1	19.8	"Cervus thinks this could be 281128773, but has one mismatch at tle19 that can't be reconciled."
2019	281128499		2	31	2_31	2_31_2019	2	57	2_57	2_57_2019	5	2_57_2019	142	142		yes	cross	272107361	156181153	278171892	278172282	278172282	19.8	41	24.8	329	313	241	212	81	746	18.5	542	3.1	0.7	3.3	15	
2019	281128769		2	34	2_34	2_34_2019	2	34	2_34	2_34_2019	5	2_39_2019	145	132		yes	home	278172162	278172162	281128516	281128516	272107817	17	49	23.3	252	248	207		72	730	16.75	562	1	14	2.2	30.6	
2019	281128771		2	34	2_34	2_34_2019	2	34	2_34	2_34_2019	5	2_34_2019	145	145		yes	home	278172162	278172162	281128516	281128516	281128516	17.3	40	24.3	259	218	285	290	76	730	16.5	562	1.7	3.7	3.6	37.8	
2019	281128768		2	34	2_34	2_34_2019	2	99	2_99	2_99_2019	5	2_99_2019	144	144		yes	cross	278172162	281128601	281128516	278171894	278171894	18.5	44	23.9	278	242	233	188	71	730	19.25	562	3.4	80.9	6.3	34.5	
2019	281128770		2	34	2_34	2_34_2019	2	99	2_99	2_99_2019	5	2_99_2019	144	144		yes	cross	278172162	281128601	281128516	278171894	278171894	20.3	47	25.3	255	339	296	247	72	730	20	562	2.3	46.6	2.5	49.9	
2019	281128719		2	35	2_35	2_35_2019	2	35	2_35	2_35_2019	5	2_14_2019	129	147		yes	home	272107805	272107805	278171878	278171878	272107816	17	52	26.7	199	190	237	215	152	759	14	581	15.9	67.2	2.5	31.5	
2019	281128717		2	35	2_35	2_35_2019	2	35	2_35	2_35_2019	5	2_14_2019	129	147		yes	home	272107805	272107805	278171878	278171878	272107816	17	52	25.2	184	194	228		60	759			1.7	61.1	5.8		
2019	278172168		2	35	2_35	2_35_2019	2	36	2_36	2_36_2019	5		130			yes	cross	272107805	278172145	278171878	272106914		19.3	50	24.9	219	237	247	276	52	759	16	581	3.3	59.8	3.2	17	no match
2019	281128718		2	35	2_35	2_35_2019	2	36	2_36	2_36_2019	5		130			yes	cross	272107805	278172145	278171878	272106914		19.5	45	24.7		234	252	218		759	15.5	581		45.7	3.7	38.1	no match
2019	281128716		2	35	2_35	2_35_2019	2	36	2_36	2_36_2019	5		130			yes	cross	272107805	278172145	278171878	272106914		19.8	51	25.2	173	186	201	273	52	759	17	581	5.3	23.8	3.6	40	no match
2019	281128739		2	39	2_39	2_39_2019	2	39	2_39	2_39_2019	6	2_39_2019	132	132		yes	home	272107748	272107748	272107817	272107817	272107817	19.5	60	21.7	323	344	278	182	88	840	17	626	2.6	35.7	11.8	19.9	
2019	281128737		2	39	2_39	2_39_2019	2	39	2_39	2_39_2019	6	2_39_2019	132	132		yes	home	272107748	272107748	272107817	272107817	272107817	19.5	55	25.3	247	218	231	217	60	840	17.5	626	5.6	37.1	7.3	22	
2019	281128738		2	39	2_39	2_39_2019	2	39	2_39	2_39_2019	6	2_39_2019	132	132		yes	home	272107748	272107748	272107817	272107817	272107817	17.5	47	25.8	247	248		174	88	840	16	626	2.4	32.8	13.8	31.8	
2019	281128741		2	39	2_39	2_39_2019	2	39	2_39	2_39_2019	6	2_39_2019	132	132		yes	home	272107748	272107748	272107817	272107817	272107817	20		25	174	369	281	219	150	840	16.5	626	9.7	59.4	16.3	43.3	
2019	281128740		2	39	2_39	2_39_2019	2	80	2_80	2_80_2019	6	2_80_2019	132	132		yes	cross	272107748	278172150	272107817	278172164	278172164	20	60	23.2	244	276	244	195	88	840	14.5	626	3.6	48.8	7.5	23.1	
2019	281128505		2	41	2_41	2_41_2019	2	15	2_15	2_15_2019	5	2_15_2019	139	139		yes	cross	278172152	278172155	272106957	272107335	272107335	17.5	38.5	24.3	207	277	223	232	72	741	18.5	580	0.5	5.7	7.3	16.5	
2019	281128503		2	41	2_41	2_41_2019	2	15	2_15	2_15_2019	5	2_15_2019	139	139		yes	cross	278172152	278172155	272106957	272107335	272107335	18.5	42	24.4	218	270	265	183	56	741	18.75	580	1.2	15.1	4.2	21.1	
2019	281128504		2	41	2_41	2_41_2019	2	41	2_41	2_41_2019	4	2_41_2019	139	139		yes	home	278172152	278172152	272106957	272106957	272106957	18.5	51	24.6	196	267	261	237	82	741	17.5	580	1.9	12.6	5.9	29.7	
2019	281128502		2	41	2_41	2_41_2019	2	41	2_41	2_41_2019	4	2_41_2019	139	139		yes	home	278172152	278172152	272106957	272106957	272106957	19.5	44	24.4	214	263	249	178	45	741	18.5	580	2.4	9.6	5.8	39.4	
2019	281128445		2	54	2_54	2_54_2019	2	54	2_54	2_54_2019	6	2_3_2019	141	139		yes	home	272106728	MysteryA	278171879	278171879	272107815	20.8	53	25	204	281	256	230	120	765	16		2.4	16.8	2	21.3	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong female sample or something?? Most likely sired by this male from 2.3 who is the only good match
2019	281128444		2	54	2_54	2_54_2019	2	54	2_54	2_54_2019	6	2_3_2019	141	139		yes	home	272106728	MysteryA	278171879	278171879	272107815	18	51	24.2	192	301	273	207	120	765	16	544	2.1	5.6	2.7	34	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong sample or something??
2019	281128441		2	54	2_54	2_54_2019	2	54	2_54	2_54_2019	6	2_54_2019	141	141		yes	home	272106728	MysteryA	278171879	278171879	278171879	16.5	45	24.1	278	290	281	245	53	765	15	544	1.7	19.6	3.2	58.9	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong sample or something??
2019	281128440		2	54	2_54	2_54_2019	2	54	2_54	2_54_2019	6	2_54_2019	141	141		yes	home	272106728	MysteryA	278171879	278171879	278171879	15	46	23.7	258	254	237	159	52	765	11.5	544	1.2	13.2	3.1	75.1	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong sample or something??
2019	281128443		2	54	2_54	2_54_2019	2	9	2_9	2_9_2019	5	2_9_2019	142	142		yes	cross	272106728	278171877	278171879	272106986	272106986	16.5	45	24.1	261	249	284	243	85	765	15		10.4	8.3	2.3	50.3	
2019	281128442		2	54	2_54	2_54_2019	2	9	2_9	2_9_2019	5	2_9_2019	142	142		yes	cross	272106728	278171877	278171879	272106986	272106986	13		21	258	262	293	282	78	765	13.25	544	3.6	3.1	4.1	54.9	
2019	281128763		2	57	2_57	2_57_2019	2	25	2_25	2_25_2019	5		142			yes	cross	156181153	278172159	278172282	unk		14.5	33	24.2	198	203	199	256	128	740	14.5	547	3.6	13.7	3.3	57.3	no match
2019	281128762		2	57	2_57	2_57_2019	2	31	2_31	2_31_2019	6		142			yes	cross	156181153	272107361	278172282	278171892		13	32.5	23.9	228	267	207	219	70	740	12.5	602	0.5	1.1	4.1	34	"Cervus  thinks this should be 272106615 despite two mismatches, but I don't think it can be."
2019	281128764		2	57	2_57	2_57_2019	2	31	2_31	2_31_2019	6		142			yes	cross	156181153	272107361	278172282	278171892		15	36	24.1	188	232	224	289	135	740	14.5	547	5.8	8.6	3.9	51.1	no match
2019	281128760		2	57	2_57	2_57_2019	2	57	2_57	2_57_2019	5	2_57_2019	142	142		yes	home	156181153	156181153	278172282	278172282	278172282	16	41	24	214	247	194	242	59	740	16.5	602	9	4.9	4.1	39.5	
2019	281128761		2	57	2_57	2_57_2019	2	57	2_57	2_57_2019	5	2_57_2019	142	142		yes	home	156181153	156181153	278172282	278172282	278172282	14.3	36.5	23.8	191	207	188		124	740			15.1	26.7	3.3		
2019	281128754		2	62	2_62	2_62_2019	2	62	2_62	2_62_2019	5	2_62_2019	140	140		yes	home	272107855	272107855	281128501	281128501	281128501	19.5	50	26.3	203	202	200	230	132	724	13.5	594	4.5	9.7	4.9	18.8	
2019	281128752		2	62	2_62	2_62_2019	2	62	2_62	2_62_2019	5	2_64_2019	140	142		yes	home	272107855	272107855	281128501	281128501	272107774	17.5	55	25.9	192	203	249	369	99	724	15.25	594	2.8	19.1	3.1	48	
2019	281128753		2	62	2_62	2_62_2019	2	70	2_70	2_70_2019	5		140			yes	cross	272107855	278172156	281128501	unk		21	54	25.7	180	188	168	199	55	724	17	594	1.3	9.1	3	15.5	no match
2019	281128751		2	62	2_62	2_62_2019	2	70	2_70	2_70_2019	5		140			yes	cross	272107855	278172156	281128501	unk		14.8	46	25.4	158	179	203	28	55	724	10.5	594	2.2	5.9	2.4	29.7	no match
2019	278171886		2	68	2_68	2_68_2019	2	103	2_103	2_103_2019	6	2_105_2019	129	140		yes	cross	272106822	272107786	263114244	272106664	281128742	23.5	58	26.4	148	224	212	221	154	798	18.5	655	9.7	31.7	11.3	15.1	
2019	278171884		2	68	2_68	2_68_2019	2	68	2_68	2_68_2019	8	2_111_2019	129	125		yes	home	272106822	272106822	263114244	263114244	259122557	20.8	49	25.9	215	245	264	209	166	798	16.5	655	9.1	23.2	5.8	10.4	
2019	278171881		2	68	2_68	2_68_2019	2	68	2_68	2_68_2019	8	2_68_2019	129	129		yes	home	272106822	272106822	263114244	263114244	263114244	19	39	24.3	159	221	187	218	68	798	14.25	655	4.1	14.8	3.8	12.2	
2019	278171882		2	68	2_68	2_68_2019	2	68	2_68	2_68_2019	8	2_111_2019	129	125		yes	home	272106822	272106822	263114244	263114244	259122557	18	49	24.9	286	290	319	227	92	798	15.25	655	2.5	8.8	4.7	21	
2019	278171883		2	68	2_68	2_68_2019	2	113	#N/A	2_113_2019	6	2_117_2019	128	138		yes	cross	272106822	281128604	263114244	259122557	281128726	19.8	56	25.4	165	220	257	198	69	798	15.25	655	1.9	27	4.7	11.7	
2019	278171885		2	68	2_68	2_68_2019	2	113	#N/A	2_113_2019	6		128			yes	cross	272106822	281128604	263114244	259122557		22	54	24.7	174	216	174	211	164	798	18.5	655	5.3	29.6	10	37.6	no matches
2019	278172290		2	72	2_72	2_72_2019	2	34	2_34	2_34_2019	5	2_32_2019	145	135		yes	cross	281128603	278172162	278172288	281128516	278172169	21.5	56	25.5	183	208	192	188	122	734	19	563	3	6.4	5	16.5	
2019	278172293		2	72	2_72	2_72_2019	2	34	2_34	2_34_2019	5	2_34_2019	145	145		yes	cross	281128603	278172162	278172288	281128516	281128516	20	53	25.5	176	226	249	276	97	734	18	563	0.5	10.6	5.4		
2019	278172291		2	72	2_72	2_72_2019	2	72	2_72	2_72_2019	5		144			yes	home	281128603	281128603	278172288	278172288		18	54	24.5	226	277	240	242	78	734	15.5	563	1.6	27.9	8.8	19.2	no match
2019	278172289	Partial	2	72	2_72	2_72_2019	2	unk	#N/A	2_unk_2019						yes	unk	281128603	unk	278172288	unk		18	46	24	186	193	214	266	55	734	16.75	563	0.5	17.9	4.4	10.7	These nestlings do not match the putative parents. Likely some mistake with cross fostering that is not resolveable.
2019	278172292	Partial	2	72	2_72	2_72_2019	2	unk	#N/A	2_unk_2019						yes	unk	281128603	unk	278172288	unk		19.3	53	25	187	197	230	289	97	734	17.75	563	0.7	19.8	2.7	19.9	These nestlings do not match the putative parents. Likely some mistake with cross fostering that is not resolveable.
2019	281128813		2	75	2_75	2_75_2019	2	122	2_122	2_122_2019	5		137			yes	cross	278172154	272107698	278172170	262126105		16.3	39	23.7	193	250	265	172	198	754	16.25	559	2.5	2.5	4	14.2	no match
2019	281128810		2	75	2_75	2_75_2019	2	122	2_122	2_122_2019	5	2_122_2019	137	137		yes	cross	278172154	272107698	278172170	262126105	262126105	16.5	36	23.4	192	228	246	171	114	754	16.25	559	0.5	0.5	1.1	17.2	
2019	281128811		2	75	2_75	2_75_2019	2	122	2_122	2_122_2019	5	2_119_2019	137	154		yes	cross	278172154	272107698	278172170	262126105	281128772	19.3	39	24.5	195	210	233	175	150	754	18	559	1.5	1.5	1.7	29.1	
2019	281128809		2	75	2_75	2_75_2019	2	75	2_75	2_75_2019	6	2_68_2019	137	129		yes	home	278172154	278172154	278172170	278172170	263114244	14.5	35	23.2	197	190	245	187	67	754	14.5	559	0.5	0.5	1.5	12.7	
2019	281128808		2	75	2_75	2_75_2019	2	75	2_75	2_75_2019	6	Unknown	137			yes	home	278172154	278172154	278172170	278172170	272107256	13.5	31	23.2	227	265	246	199	63	754	14	559	0.5	0.6	1.2	36.5	
2019	281128812		2	75	2_75	2_75_2019	2	75	2_75	2_75_2019	6	Unknown	137			yes	home	278172154	278172154	278172170	278172170	272107256	9.3	24	22.1	190	252			173	754	7.5	559	0.5	0.5			
2019	281128524		2	78	2_78	2_78_2019	2	78	2_78	2_78_2019	4	Unknown	131			yes	home	278171896	278171896	272107256	272107256	272107256	18.8	43	25.3	194	230	229	195	59	750	20	595	14.3	25.1	4	25.5	
2019	281128526		2	78	2_78	2_78_2019	2	78	2_78	2_78_2019	4	Unknown	131			yes	home	278171896	278171896	272107256	272107256	272107256	15.8	47	24.7	163	236	190	196	130	750	18.25	595	7.6	40.9	5.6	25.8	
2019	281128525		2	78	2_78	2_78_2019	2	78	2_78	2_78_2019	4	2_75_2019	131	137		yes	home	278171896	278171896	272107256	272107256	278172170	20	47	25.3	233	252	190	190	49	750	20	595	12.1	46	3.8	34.9	
2019	281128728		2	80	2_80	2_80_2019	2	39	2_39	2_39_2019	6	2_39_2019	132	132		yes	cross	278172150	272107748	278172164	272107817	272107817	15.5	48	26.4	174	186	167	178	168	722	12.25	593	2.5	33.3	7.6	10.3	
2019	281128727		2	80	2_80	2_80_2019	2	39	2_39	2_39_2019	6	2_39_2019	132	132		yes	cross	278172150	272107748	278172164	272107817	272107817	18.5	47	26	194	170	130	139	71	722	13.5	593	30.2	57.5	7.7	38.1	
2019	281128732		2	80	2_80	2_80_2019	2	80	2_80	2_80_2019	6	2_80_2019	132	132		yes	home	278172150	278172150	278172164	278172164	278172164	18	54	25.8	195	155	125	157	63	722	13.25	593	8.2	41.1	9.8	19.1	
2019	281128731		2	80	2_80	2_80_2019	2	80	2_80	2_80_2019	6	2_80_2019	132	132		yes	home	278172150	278172150	278172164	278172164	278172164	14	49	24.8	162	133	140	178	69	722	13.25	593	8.5	36.3	5.9	24.5	
2019	281128729		2	80	2_80	2_80_2019	2	80	2_80	2_80_2019	6	2_80_2019	132	132		yes	home	278172150	278172150	278172164	278172164	278172164	15.8	49	25.4	174	118	98	128	40	722	12.75	593	14.9	40.2	9.6	25.9	
2019	281128730		2	80	2_80	2_80_2019	2	80	2_80	2_80_2019	6	2_80_2019	132	132		yes	home	278172150	278172150	278172164	278172164	278172164	18	53	26.4	195	154		199	69	722	16.5	593	7.3	24.7		42.2	
2019	281128806		2	82	2_82	2_82_2019	2	82	2_82	2_82_2019	6	2_82_2019	138	138		yes	home	278171873	278171873	272106974	272106974	272106974	12.5	32	21.9	225				59	732			22.6	20.5			
2019	281128807		2	82	2_82	2_82_2019	2	82	2_82	2_82_2019	6	2_82_2019	138	138		yes	home	278171873	278171873	272106974	272106974	272106974	11.5	24	21.1	190				176	732			3.3				
2019	281128529		2	85	2_85	2_85_2019	2	64	2_64	2_64_2019	6		142			yes	cross	281128602	278172160	278172287	272107774		14	45	24.4	202	241	223	158	184	765	15	590	3.3	9	3.6	13.1	no match
2019	281128531		2	85	2_85	2_85_2019	2	64	2_64	2_64_2019	6	2_64_2019	142	142		yes	cross	281128602	278172160	278172287	272107774	272107774	19.9	53	25.4	170	250	241	227	184	765	19.25	590	3.3	2.7	3.2	18	
2019	281128528		2	85	2_85	2_85_2019	2	64	2_64	2_64_2019	6		142			yes	cross	281128602	278172160	278172287	272107774		19	52	25.7	213	252	229	149	118	765	19	590	1.3	7.5	4.9	28.1	no match
2019	281128530		2	85	2_85	2_85_2019	2	85	2_85	2_85_2019	6		142			yes	home	281128602	281128602	278172287	278172287		17.5	52	25.8	227	228	228	222	87	765	18.5	590	0.5	1	3	9.8	no match
2019	281128527		2	85	2_85	2_85_2019	2	85	2_85	2_85_2019	6		142			yes	home	281128602	281128602	278172287	278172287		16	41	24.4	232	226	220	192	146	765	17.5	590	1.1	1.8	3.7	15.5	no match
2019	281128765		2	9	2_9	2_9_2019	2	54	2_54	2_54_2019	6	2_3_2019	141	139		yes	cross	278171877	MysteryA	272106986	278171879	272107815	16.5	43	25.5	153	170	162	254	54	823	17.5	547	0.6	23.4	1.9	28.3	Don't match genotype for anyone. Must be 2.54. Maybe have run wrong female sample or something?? Most likely sired by this male from 2.3 who is the only good match
2019	281128766		2	9	2_9	2_9_2019	2	9	2_9	2_9_2019	5	2_9_2019	142	142		yes	home	278171877	278171877	272106986	272106986	272106986	17	38	24.7	195	216	166	278	59	823	15.5	547	2.9	26	2.8	41.2	
2019	281128767		2	9	2_9	2_9_2019	2	9	2_9	2_9_2019	5	2_9_2019	142	142		yes	home	278171877	278171877	272106986	272106986	272106986	18	35	23.6	142	180	178	201	95	823	16	547	4.1	22	1.7	48.7	
2019	278172305		2	94	2_94	2_94_2019	2	94	2_94	2_94_2019	6	2_94_2019	135	135		yes	home	281128403	281128403	281128605	281128605	281128605	15	32	22.5	293		208	230	171	737	14.25	567	3.1		4.6	28	
2019	278172303		2	94	2_94	2_94_2019	2	94	2_94	2_94_2019	6	2_94_2019	135	135		yes	home	281128403	281128403	281128605	281128605	281128605	14.5	32	21.5	243	256			77	737			1.3	36.7			
2019	278172304		2	94	2_94	2_94_2019	2	94	2_94	2_94_2019	6	2_122_2019	135	137		yes	home	281128403	281128403	281128605	281128605	262126105	14	31	22.7	264	282	248		98	737	10.5	567	4	16.5	5.2		
2019	278172306		2	94	2_94	2_94_2019	2	94	2_94	2_94_2019	6	2_122_2019	135	137		yes	home	281128403	281128403	281128605	281128605	262126105	11.8	28.5	21.5	206	286	241		188	737			4.5	8.8	3.8		
2019	281128532		2	99	2_99	2_99_2019	2	72	2_72	2_72_2019	5		144			yes	cross	281128601	281128603	278171894	278172288		15.3	39	23.4		405	488	185	49	819	18.5	618	1.1	1.9	5.3	29.5	no match
2019	281128534		2	99	2_99	2_99_2019	2	99	2_99	2_99_2019	5	2_99_2019	144	144		yes	home	281128601	281128601	278171894	278171894	278171894	15.8	42	24.6	260	221	307	230	61	819	17.75	618	3.2	5	9.7	35.2	
2019	281128533	Partial	2	99	2_99	2_99_2019	2	unk	#N/A	2_unk_2019						yes	unk	281128601	unk	278171894	unk		14	37	25.1	440		337	208	69	819	17	618	2.7	6.2	4.2	38	These nestlings do not match the putative parents. Likely some mistake with cross fostering that is not resolveable.
2019	281128535	Partial	2	99	2_99	2_99_2019	2	unk	#N/A	2_unk_2019						yes	unk	281128601	unk	278171894	unk		18	44	24.8	370	384	297	190	92	819	19.5	618	3.2	14.7	4	45	This nestling matches both putative mothers and original nest cannot be resolved.
